INSTANCE,HH,MODEL,SIZE
random_71_25_50.vcp,9,GaussianNB(),VCP-Training-00NAs
random_71_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_71_50_50.vcp,12,GaussianNB(),VCP-Training-00NAs
random_71_75_25.vcp,11,GaussianNB(),VCP-Training-00NAs
random_71_75_50.vcp,19,GaussianNB(),VCP-Training-00NAs
random_72_25_25.vcp,5,GaussianNB(),VCP-Training-00NAs
random_72_25_50.vcp,9,GaussianNB(),VCP-Training-00NAs
random_72_50_25.vcp,9,GaussianNB(),VCP-Training-00NAs
random_72_50_50.vcp,13,GaussianNB(),VCP-Training-00NAs
random_72_75_25.vcp,11,GaussianNB(),VCP-Training-00NAs
random_72_75_50.vcp,19,GaussianNB(),VCP-Training-00NAs
random_73_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_73_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_73_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_73_50_50.vcp,12,GaussianNB(),VCP-Training-00NAs
random_73_75_25.vcp,11,GaussianNB(),VCP-Training-00NAs
random_73_75_50.vcp,20,GaussianNB(),VCP-Training-00NAs
random_74_25_25.vcp,7,GaussianNB(),VCP-Training-00NAs
random_74_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_74_50_25.vcp,7,GaussianNB(),VCP-Training-00NAs
random_74_50_50.vcp,13,GaussianNB(),VCP-Training-00NAs
random_74_75_25.vcp,10,GaussianNB(),VCP-Training-00NAs
random_74_75_50.vcp,19,GaussianNB(),VCP-Training-00NAs
random_75_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_75_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_75_50_25.vcp,9,GaussianNB(),VCP-Training-00NAs
random_75_50_50.vcp,13,GaussianNB(),VCP-Training-00NAs
random_75_75_25.vcp,11,GaussianNB(),VCP-Training-00NAs
random_75_75_50.vcp,18,GaussianNB(),VCP-Training-00NAs
random_76_25_25.vcp,5,GaussianNB(),VCP-Training-00NAs
random_76_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_76_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_76_50_50.vcp,13,GaussianNB(),VCP-Training-00NAs
random_76_75_25.vcp,11,GaussianNB(),VCP-Training-00NAs
random_76_75_50.vcp,17,GaussianNB(),VCP-Training-00NAs
random_77_25_25.vcp,5,GaussianNB(),VCP-Training-00NAs
random_77_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_77_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_77_50_50.vcp,13,GaussianNB(),VCP-Training-00NAs
random_77_75_25.vcp,11,GaussianNB(),VCP-Training-00NAs
random_77_75_50.vcp,18,GaussianNB(),VCP-Training-00NAs
random_78_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_78_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_78_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_78_50_50.vcp,12,GaussianNB(),VCP-Training-00NAs
random_78_75_25.vcp,12,GaussianNB(),VCP-Training-00NAs
random_78_75_50.vcp,21,GaussianNB(),VCP-Training-00NAs
random_79_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_79_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_79_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_79_50_50.vcp,13,GaussianNB(),VCP-Training-00NAs
random_79_75_25.vcp,12,GaussianNB(),VCP-Training-00NAs
random_79_75_50.vcp,19,GaussianNB(),VCP-Training-00NAs
random_7_25_25.vcp,7,GaussianNB(),VCP-Training-00NAs
random_7_25_50.vcp,9,GaussianNB(),VCP-Training-00NAs
random_7_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_7_50_50.vcp,13,GaussianNB(),VCP-Training-00NAs
random_7_75_25.vcp,12,GaussianNB(),VCP-Training-00NAs
random_7_75_50.vcp,20,GaussianNB(),VCP-Training-00NAs
random_80_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_80_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_80_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_80_50_50.vcp,12,GaussianNB(),VCP-Training-00NAs
random_80_75_25.vcp,12,GaussianNB(),VCP-Training-00NAs
random_80_75_50.vcp,20,GaussianNB(),VCP-Training-00NAs
random_81_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_81_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_81_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_81_50_50.vcp,12,GaussianNB(),VCP-Training-00NAs
random_81_75_25.vcp,12,GaussianNB(),VCP-Training-00NAs
random_81_75_50.vcp,18,GaussianNB(),VCP-Training-00NAs
random_82_25_25.vcp,5,GaussianNB(),VCP-Training-00NAs
random_82_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_82_50_25.vcp,9,GaussianNB(),VCP-Training-00NAs
random_82_50_50.vcp,14,GaussianNB(),VCP-Training-00NAs
random_82_75_25.vcp,13,GaussianNB(),VCP-Training-00NAs
random_82_75_50.vcp,18,GaussianNB(),VCP-Training-00NAs
random_83_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_83_25_50.vcp,9,GaussianNB(),VCP-Training-00NAs
random_83_50_25.vcp,7,GaussianNB(),VCP-Training-00NAs
random_83_50_50.vcp,14,GaussianNB(),VCP-Training-00NAs
random_83_75_25.vcp,10,GaussianNB(),VCP-Training-00NAs
random_83_75_50.vcp,18,GaussianNB(),VCP-Training-00NAs
random_84_25_25.vcp,5,GaussianNB(),VCP-Training-00NAs
random_84_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_84_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_84_50_50.vcp,13,GaussianNB(),VCP-Training-00NAs
random_84_75_25.vcp,11,GaussianNB(),VCP-Training-00NAs
random_84_75_50.vcp,19,GaussianNB(),VCP-Training-00NAs
random_85_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_85_25_50.vcp,7,GaussianNB(),VCP-Training-00NAs
random_85_50_25.vcp,9,GaussianNB(),VCP-Training-00NAs
random_85_50_50.vcp,12,GaussianNB(),VCP-Training-00NAs
random_85_75_25.vcp,11,GaussianNB(),VCP-Training-00NAs
random_85_75_50.vcp,20,GaussianNB(),VCP-Training-00NAs
random_86_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_86_25_50.vcp,9,GaussianNB(),VCP-Training-00NAs
random_86_50_25.vcp,9,GaussianNB(),VCP-Training-00NAs
random_86_50_50.vcp,14,GaussianNB(),VCP-Training-00NAs
random_86_75_25.vcp,12,GaussianNB(),VCP-Training-00NAs
random_86_75_50.vcp,18,GaussianNB(),VCP-Training-00NAs
random_87_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_87_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_87_50_25.vcp,9,GaussianNB(),VCP-Training-00NAs
random_87_50_50.vcp,13,GaussianNB(),VCP-Training-00NAs
random_87_75_25.vcp,11,GaussianNB(),VCP-Training-00NAs
random_87_75_50.vcp,18,GaussianNB(),VCP-Training-00NAs
random_88_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_88_25_50.vcp,9,GaussianNB(),VCP-Training-00NAs
random_88_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_88_50_50.vcp,13,GaussianNB(),VCP-Training-00NAs
random_88_75_25.vcp,11,GaussianNB(),VCP-Training-00NAs
random_88_75_50.vcp,19,GaussianNB(),VCP-Training-00NAs
random_89_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_89_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_89_50_25.vcp,7,GaussianNB(),VCP-Training-00NAs
random_89_50_50.vcp,12,GaussianNB(),VCP-Training-00NAs
random_89_75_25.vcp,12,GaussianNB(),VCP-Training-00NAs
random_89_75_50.vcp,19,GaussianNB(),VCP-Training-00NAs
random_8_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_8_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_8_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_8_50_50.vcp,14,GaussianNB(),VCP-Training-00NAs
random_8_75_25.vcp,12,GaussianNB(),VCP-Training-00NAs
random_8_75_50.vcp,18,GaussianNB(),VCP-Training-00NAs
random_90_25_25.vcp,5,GaussianNB(),VCP-Training-00NAs
random_90_25_50.vcp,9,GaussianNB(),VCP-Training-00NAs
random_90_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_90_50_50.vcp,15,GaussianNB(),VCP-Training-00NAs
random_90_75_25.vcp,11,GaussianNB(),VCP-Training-00NAs
random_90_75_50.vcp,18,GaussianNB(),VCP-Training-00NAs
random_91_25_25.vcp,7,GaussianNB(),VCP-Training-00NAs
random_91_25_50.vcp,9,GaussianNB(),VCP-Training-00NAs
random_91_50_25.vcp,7,GaussianNB(),VCP-Training-00NAs
random_91_50_50.vcp,12,GaussianNB(),VCP-Training-00NAs
random_91_75_25.vcp,11,GaussianNB(),VCP-Training-00NAs
random_91_75_50.vcp,19,GaussianNB(),VCP-Training-00NAs
random_92_25_25.vcp,5,GaussianNB(),VCP-Training-00NAs
random_92_25_50.vcp,9,GaussianNB(),VCP-Training-00NAs
random_92_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_92_50_50.vcp,13,GaussianNB(),VCP-Training-00NAs
random_92_75_25.vcp,11,GaussianNB(),VCP-Training-00NAs
random_92_75_50.vcp,20,GaussianNB(),VCP-Training-00NAs
random_93_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_93_25_50.vcp,10,GaussianNB(),VCP-Training-00NAs
random_93_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_93_50_50.vcp,13,GaussianNB(),VCP-Training-00NAs
random_93_75_25.vcp,12,GaussianNB(),VCP-Training-00NAs
random_93_75_50.vcp,18,GaussianNB(),VCP-Training-00NAs
random_94_25_25.vcp,7,GaussianNB(),VCP-Training-00NAs
random_94_25_50.vcp,9,GaussianNB(),VCP-Training-00NAs
random_94_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_94_50_50.vcp,14,GaussianNB(),VCP-Training-00NAs
random_94_75_25.vcp,11,GaussianNB(),VCP-Training-00NAs
random_94_75_50.vcp,18,GaussianNB(),VCP-Training-00NAs
random_95_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_95_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_95_50_25.vcp,9,GaussianNB(),VCP-Training-00NAs
random_95_50_50.vcp,12,GaussianNB(),VCP-Training-00NAs
random_95_75_25.vcp,12,GaussianNB(),VCP-Training-00NAs
random_95_75_50.vcp,18,GaussianNB(),VCP-Training-00NAs
random_96_25_25.vcp,5,GaussianNB(),VCP-Training-00NAs
random_96_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_96_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_96_50_50.vcp,13,GaussianNB(),VCP-Training-00NAs
random_96_75_25.vcp,12,GaussianNB(),VCP-Training-00NAs
random_96_75_50.vcp,19,GaussianNB(),VCP-Training-00NAs
random_97_25_25.vcp,5,GaussianNB(),VCP-Training-00NAs
random_97_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_97_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_97_50_50.vcp,14,GaussianNB(),VCP-Training-00NAs
random_97_75_25.vcp,12,GaussianNB(),VCP-Training-00NAs
random_97_75_50.vcp,20,GaussianNB(),VCP-Training-00NAs
random_98_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_98_25_50.vcp,8,GaussianNB(),VCP-Training-00NAs
random_98_50_25.vcp,7,GaussianNB(),VCP-Training-00NAs
random_98_50_50.vcp,12,GaussianNB(),VCP-Training-00NAs
random_98_75_25.vcp,11,GaussianNB(),VCP-Training-00NAs
random_98_75_50.vcp,19,GaussianNB(),VCP-Training-00NAs
random_99_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_99_25_50.vcp,7,GaussianNB(),VCP-Training-00NAs
random_99_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
random_99_50_50.vcp,12,GaussianNB(),VCP-Training-00NAs
random_99_75_25.vcp,10,GaussianNB(),VCP-Training-00NAs
random_99_75_50.vcp,18,GaussianNB(),VCP-Training-00NAs
random_9_25_25.vcp,6,GaussianNB(),VCP-Training-00NAs
random_9_25_50.vcp,9,GaussianNB(),VCP-Training-00NAs
random_9_50_25.vcp,9,GaussianNB(),VCP-Training-00NAs
random_9_50_50.vcp,12,GaussianNB(),VCP-Training-00NAs
random_9_75_25.vcp,12,GaussianNB(),VCP-Training-00NAs
random_9_75_50.vcp,20,GaussianNB(),VCP-Training-00NAs
geom_100_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_100_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_10_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_10_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_11_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_11_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_12_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_12_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_13_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_13_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_14_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_14_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_15_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_15_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_16_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_16_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_17_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_17_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_18_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_18_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_19_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_19_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_1_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_1_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_20_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_20_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_21_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_21_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_22_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_22_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_23_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_23_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_24_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_24_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_25_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_25_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_26_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_26_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_27_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_27_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_28_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_28_50.vcp,15,GaussianNB(),VCP-Training-00NAs
geom_29_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_29_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_2_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_2_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_30_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_30_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_31_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_31_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_32_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_32_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_33_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_33_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_34_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_34_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_35_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_35_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_36_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_36_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_37_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_37_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_38_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_38_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_39_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_39_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_3_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_3_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_40_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_40_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_41_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_41_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_42_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_42_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_43_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_43_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_44_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_44_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_45_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_45_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_46_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_46_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_47_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_47_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_48_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_48_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_49_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_49_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_4_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_4_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_50_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_50_50.vcp,11,GaussianNB(),VCP-Training-00NAs
geom_51_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_51_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_52_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_52_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_53_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_53_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_54_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_54_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_55_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_55_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_56_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_56_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_57_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_57_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_58_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_58_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_59_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_59_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_5_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_5_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_60_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_60_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_61_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_61_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_62_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_62_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_63_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_63_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_64_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_64_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_65_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_65_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_66_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_66_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_67_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_67_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_68_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_68_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_69_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_69_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_6_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_6_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_70_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_70_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_71_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_71_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_72_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_72_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_73_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_73_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_74_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_74_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_75_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_75_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_76_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_76_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_77_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_77_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_78_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_78_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_79_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_79_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_7_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_7_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_80_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_80_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_81_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_81_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_82_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_82_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_83_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_83_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_84_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_84_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_85_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_85_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_86_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_86_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_87_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_87_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_88_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_88_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_89_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_89_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_8_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_8_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_90_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_90_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_91_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_91_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_92_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_92_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_93_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_93_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_94_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_94_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_95_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_95_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_96_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_96_50.vcp,13,GaussianNB(),VCP-Training-00NAs
geom_97_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_97_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_98_25.vcp,7,GaussianNB(),VCP-Training-00NAs
geom_98_50.vcp,14,GaussianNB(),VCP-Training-00NAs
geom_99_25.vcp,9,GaussianNB(),VCP-Training-00NAs
geom_99_50.vcp,12,GaussianNB(),VCP-Training-00NAs
geom_9_25.vcp,8,GaussianNB(),VCP-Training-00NAs
geom_9_50.vcp,13,GaussianNB(),VCP-Training-00NAs
random_100_25_25.vcp,5,GaussianNB(),VCP-Training-10NAs
random_100_25_50.vcp,7,GaussianNB(),VCP-Training-10NAs
random_100_50_25.vcp,9,GaussianNB(),VCP-Training-10NAs
random_100_50_50.vcp,14,GaussianNB(),VCP-Training-10NAs
random_100_75_25.vcp,11,GaussianNB(),VCP-Training-10NAs
random_100_75_50.vcp,21,GaussianNB(),VCP-Training-10NAs
random_10_25_25.vcp,5,GaussianNB(),VCP-Training-10NAs
random_10_25_50.vcp,8,GaussianNB(),VCP-Training-10NAs
random_10_50_25.vcp,9,GaussianNB(),VCP-Training-10NAs
random_10_50_50.vcp,12,GaussianNB(),VCP-Training-10NAs
random_10_75_25.vcp,10,GaussianNB(),VCP-Training-10NAs
random_10_75_50.vcp,18,GaussianNB(),VCP-Training-10NAs
random_11_25_25.vcp,5,GaussianNB(),VCP-Training-10NAs
random_11_25_50.vcp,8,GaussianNB(),VCP-Training-10NAs
random_11_50_25.vcp,8,GaussianNB(),VCP-Training-10NAs
random_11_50_50.vcp,12,GaussianNB(),VCP-Training-10NAs
random_11_75_25.vcp,12,GaussianNB(),VCP-Training-10NAs
random_11_75_50.vcp,18,GaussianNB(),VCP-Training-10NAs
random_12_25_25.vcp,6,GaussianNB(),VCP-Training-10NAs
random_12_25_50.vcp,8,GaussianNB(),VCP-Training-10NAs
random_12_50_25.vcp,9,GaussianNB(),VCP-Training-10NAs
random_12_50_50.vcp,13,GaussianNB(),VCP-Training-10NAs
random_12_75_25.vcp,10,GaussianNB(),VCP-Training-10NAs
random_12_75_50.vcp,19,GaussianNB(),VCP-Training-10NAs
random_13_25_25.vcp,7,GaussianNB(),VCP-Training-10NAs
random_13_25_50.vcp,9,GaussianNB(),VCP-Training-10NAs
